doi,year,title,journal_name,publisher,bso_classification
10.1111/jdv.17204,2021,Successful treatment of pyoderma gangrenosum associated with IgA gammopathy with the IL‐1 receptor antagonist anakinra,Journal of the European Academy of Dermatology and Venereology,Wiley,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.jcorpfin.2021.101927,2021,The relevance of investor rights in crowdinvesting,Journal of Corporate Finance,Elsevier BV,Mathematics
10.3917/SIM.202.0033,2020,A combined variance and process perspective on IT culture and IT usage leading to the concept of IT acculturation,Systèmes d'information & management,CAIRN,Social sciences
10.1097/BTH.0000000000000319,2021,Comment on: Arterialized Posterior Interosseous Nerve Graft for Digital Neuroma,Techniques in Hand & Upper Extremity Surgery,Ovid Technologies (Wolters Kluwer Health),Medical research
10.1332/204378920X16050867405760,2021,"Science fiction, reconfigured social theory and the Anthropocene Age: exploring and thinking about planetary futures through fictional imaginaries",Global Discourse,Bristol University Press,Humanities
10.1051/0004-6361/202039890,2021,Massive stars in the Small Magellanic Cloud,Astronomy & Astrophysics,EDP Sciences,"Computer and 
 information sciences"
10.1007/s11538-021-00872-w,2021,Optimal Control of Plant Disease Epidemics with Clean Seed Usage,Bulletin of Mathematical Biology,Springer Science and Business Media LLC,Biology (fond.)
10.1002/ghg.2069,2021,Permeability evolution in tectonic coal: The roles of moisture and pressurized water‐injection,Greenhouse Gases: Science and Technology,Wiley,Social sciences
10.1007/s11695-021-05387-w,2021,Effects of Bariatric Surgery on Influenza-Like Illness: a Two-Center Cross-sectional Study,Obesity Surgery,Springer Science and Business Media LLC,"Computer and 
 information sciences"
10.1016/j.jcorpfin.2021.101941,2021,Fintech and access to finance,Journal of Corporate Finance,Elsevier BV,"Computer and 
 information sciences"
10.1016/j.jmateco.2021.102511,2021,"Transboundary pollution externalities: Think globally, act locally?",Journal of Mathematical Economics,Elsevier BV,"Computer and 
 information sciences"
10.1016/j.otsr.2021.102841,2021,"Comments on: “Is patient-specific instrumentation more precise than conventional techniques and navigation in achieving planned correction in high tibial osteotomy?” by N. Tardy, C. Steltzlen, N. Bouguennec, J.-L. Cartier, P. Mertl, C. Bataillé, et al. published in Orthop Traumatol Surg Res 2020;8S:S231–S236",Orthopaedics & Traumatology: Surgery & Research,Elsevier BV,Biology (fond.)
10.15252/emmm.202012878,2021,Targeting netrin‐3 in small cell lung cancer and neuroblastoma,EMBO Molecular Medicine,EMBO,"Computer and 
 information sciences"
10.4155/fmc-2020-0374,2021,In silico design of bioisosteric modifications of drugs for the treatment of diabetes,Future Medicinal Chemistry,Future Science Ltd,Mathematics
10.1007/978-3-030-69322-0_18,2021,A Goal-Based Framework for Supporting Medical Assistance: The Case of Chronic Diseases,Lecture Notes in Computer Science,Springer International Publishing,Mathematics
10.4025/psicolestud.v26i0.48054,2021,A FUNÇÃO CONSTITUTIVA DA VOZ E O PODER DA MÚSICA NO TRATAMENTO DO AUTISMO,Psicologia em Estudo,Universidade Estadual de Maringa,Humanities
10.1007/978-3-030-66560-9_5,2021,An Overview of Non-local Traffic Flow Models,SEMA SIMAI Springer Series,Springer International Publishing,Mathematics
10.1109/TCI.2021.3070720,2021,Efficient $\ell ^0$ Gradient-Based Super-Resolution for Simplified Image Segmentation,IEEE Transactions on Computational Imaging,Institute of Electrical and Electronics Engineers (IEEE),"Computer and 
 information sciences"
10.1021/acs.est.0c05264,2021,Balancing Microalgae and Nitrifiers for Wastewater Treatment: Can Inorganic Carbon Limitation Cause an Environmental Threat?,Environmental Science &amp; Technology,American Chemical Society (ACS),"Physical sciences, Astronomy"
10.1007/s13311-021-01006-9,2021,Memory B Cells Predict Relapse in Rituximab-Treated Myasthenia Gravis,Neurotherapeutics,Springer Science and Business Media LLC,Mathematics
10.3390/rs13050849,2021,Multisensor and Multiresolution Remote Sensing Image Classification through a Causal Hierarchical Markov Framework and Decision Tree Ensembles,Remote Sensing,MDPI AG,Medical research
10.1007/978-3-030-69322-0_21,2021,A Cognitive Agent Framework in Information Retrieval: Using User Beliefs to Customize Results,Lecture Notes in Computer Science,Springer International Publishing,"Computer and 
 information sciences"
10.1051/medsci/2021003,2021,L’autophagie dans les cellules dendritiques promeut des lymphocytes CD4+ protecteurs contre l’athérosclérose,médecine/sciences,EDP Sciences,"Computer and 
 information sciences"
10.1016/j.rcot.2021.01.032,2021,"À propos de : « Is patient-specific instrumentation more precise than conventional techniques and navigation in achieving planned correction in high tibial osteotomy? » par N. Tardy, C. Steltzlen, N. Bouguennec, J.-L. Cartier, P. Mertl, C. Bataillé, et al. publié dans Orthop Traumatol Surg Res 2020:8S:S231-S236",Revue de Chirurgie Orthopédique et Traumatologique,Elsevier BV,Medical research
10.1108/978-1-80043-220-820201018,2020,Generation Z in the United Arab Emirates: A Smart-Tech-Driven iGeneration,"The New Generation Z in Asia: Dynamics, Differences, Digitalisation",Emerald Publishing Limited,"Computer and 
 information sciences"
10.1109/ICETA51985.2020.9379223,2020,Curriculum guidelines for new Fintech Master's Programmes,2020 18th International Conference on Emerging eLearning Technologies and Applications (ICETA),IEEE,"Earth, Ecology, 
Energy and applied biology"
10.1093/europace/euaa391,2021,Deep learning formulation of electrocardiographic imaging integrating image and signal information with data-driven regularization,EP Europace,Oxford University Press (OUP),"Computer and 
 information sciences"
10.1080/15548627.2020.1797280,2021,Guidelines for the use and interpretation of assays for monitoring autophagy (4th edition)<sup>1</sup>,Autophagy,Informa UK Limited,"Computer and 
 information sciences"
10.1016/j.ijproman.2021.03.006,2021,Stages in project managers’ careers: Learning and growth opportunities,International Journal of Project Management,Elsevier BV,"Computer and 
 information sciences"
10.1016/j.scico.2021.102629,2021,Probabilistic model checking for human activity recognition in medical serious games,Science of Computer Programming,Elsevier BV,"Computer and 
 information sciences"
10.3390/pr9030496,2021,"Modeling the Influence of Temperature, Light Intensity and Oxygen Concentration on Microalgal Growth Rate",Processes,MDPI AG,"Computer and 
 information sciences"
10.1111/jth.15278,2021,Age‐adjusted D‐dimer cut‐off levels to rule out venous thromboembolism in patients with non‐high pre‐test probability: Clinical performance and cost‐effectiveness analysis,Journal of Thrombosis and Haemostasis,Wiley,"Computer and 
 information sciences"
10.1007/s00167-020-06096-0,2021,Healthy middle-aged Asian and Caucasian populations present with large intra- and inter-individual variations of lower limb torsion,"Knee Surgery, Sports Traumatology, Arthroscopy",Springer Science and Business Media LLC,"Computer and 
 information sciences"
10.1785/0220200217,2021,METEOR: Online Seismic Metadata Builder,Seismological Research Letters,Seismological Society of America (SSA),"Physical sciences, Astronomy"
10.3389/fphys.2021.624052,2021,Controversial Roles of the Renin Angiotensin System and Its Modulators During the COVID-19 Pandemic,Frontiers in Physiology,Frontiers Media SA,"Physical sciences, Astronomy"
10.1007/s10479-021-04051-x,2021,Robust generalized Merton-type financial portfolio models with generalized utility,Annals of Operations Research,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.1158/1055-9965.EPI-20-1045,2021,Spectrum and Incidence Trends of AIDS- and Non–AIDS-Defining Cancers between 2010 and 2015 in the French Dat'AIDS Cohort,"Cancer Epidemiology, Biomarkers &amp; Prevention",American Association for Cancer Research (AACR),Medical research
10.1038/s41569-021-00527-2,2021,Applications of artificial intelligence in cardiovascular imaging,Nature Reviews Cardiology,Springer Science and Business Media LLC,"Physical sciences, Astronomy"
10.1007/s00264-021-04987-6,2021,Results of radial head prostheses implanted during Essex-Lopresti syndrome in multicentric study,International Orthopaedics,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.1016/S1470-2045(20)30755-5,2021,"Cetuximab, docetaxel, and cisplatin versus platinum, fluorouracil, and cetuximab as first-line treatment in patients with recurrent or metastatic head and neck squamous-cell carcinoma (GORTEC 2014-01 TPExtreme): a multicentre, open-label, randomised, phase 2 trial",The Lancet Oncology,Elsevier BV,Medical research
10.1108/JAAR-04-2020-0073,2021,Voluntary disclosure and intellectual capital: how CEOs mobilise discretionary accounting narratives to account for value creation stemming from intellectual capital,Journal of Applied Accounting Research,Emerald,Biology (fond.)
10.1109/TNET.2021.3062269,2021,Caching Policies for Delay Minimization in Small Cell Networks With Coordinated Multi-Point Joint Transmissions,IEEE/ACM Transactions on Networking,Institute of Electrical and Electronics Engineers (IEEE),"Computer and 
 information sciences"
10.3389/fphys.2021.611772,2021,Proteinuria as a Biomarker for COVID-19 Severity,Frontiers in Physiology,Frontiers Media SA,Mathematics
10.1002/9781119565178.ch11,2019,Crowdfunding and Innovation,Contemporary Topics in Finance,Wiley,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.indmarman.2021.02.014,2021,Opening and closing open innovation projects: A contractual perspective,Industrial Marketing Management,Elsevier BV,"Computer and 
 information sciences"
10.3847/1538-3881/abceb7,2021,The Second Data Release of the Survey of the MAgellanic Stellar History (SMASH),The Astronomical Journal,American Astronomical Society,Biology (fond.)
10.1182/BLOODADVANCES.2020003918,2021,Heterogeneous NLRP3 inflammasome signature in circulating myeloid cells as a biomarker of COVID-19 severity,Blood Advances,American Society of Hematology,Medical research
10.1007/s00500-021-05736-y,2021,Special issue “International Symposium on Molecular Logic and Computational Synthetic Biology: MLCSB18”,Soft Computing,Springer Science and Business Media LLC,"Computer and 
 information sciences"
10.1007/978-3-030-68107-4_11,2021,Estimation of Imaging Biomarker’s Progression in Post-infarct Patients Using Cross-sectional Data,Lecture Notes in Computer Science,Springer International Publishing,Mathematics
10.1109/IGARSS39084.2020.9323711,2020,SEMI2I: Semantically Consistent Image-to-Image Translation for Domain Adaptation of Remote Sensing Data,IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium,IEEE,"Earth, Ecology, 
Energy and applied biology"
10.1002/9781119681021,2019,Innovation and Industrial Policies,,Wiley,Biology (fond.)
10.1302/0301-620X.103B4.BJJ-2019-0736.R2,2021,Glenoid erosion is a risk factor for recurrent instability after Hill-Sachs remplissage,The Bone &amp; Joint Journal,British Editorial Society of Bone & Joint Surgery,Medical research
10.2174/1567205018666210212162443,2020,A Comparison of Two Statistical Mapping Tools for Automated Brain FDG-PET Analysis in Predicting Conversion to Alzheimer’s Disease in Subjects with Mild Cognitive Impairment,Current Alzheimer Research,Bentham Science Publishers Ltd.,"Physical sciences, Astronomy"
10.1111/jth.15264,2021,APTT therapeutic range for monitoring unfractionated heparin therapy. Significant impact of the anti‐Xa reagent used for correlation,Journal of Thrombosis and Haemostasis,Wiley,"Physical sciences, Astronomy"
10.1186/s10194-021-01233-7,2021,21st century headache: mapping new territory,The Journal of Headache and Pain,Springer Science and Business Media LLC,"Physical sciences, Astronomy"
10.1007/s11081-021-09639-7,2021,The intensity-based measure approach to “Weberize” L2-based methods of signal and image approximation,Optimization and Engineering,Springer Science and Business Media LLC,"Computer and 
 information sciences"
10.1088/1361-6560/abf00e,2021,Corrigendum: Beam characterization and feasibility study for a small animal irradiation platform at clinical proton therapy facilities (2020 Phys. Med. Biol. 65 245045),Physics in Medicine & Biology,IOP Publishing,"Earth, Ecology, 
Energy and applied biology"
10.1186/s13027-021-00363-6,2021,Correction to: Discrepancy of p16 immunohistochemical expression and HPV RNA in penile cancer. A multiplex in situ hybridization/immunohistochemistry approach study,Infectious Agents and Cancer,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.jgo.2021.04.009,2021,Quality of life and Comprehensive Geriatric Assessment (CGA) in older adults receiving Accelerated Partial Breast Irradiation (APBI) using a single fraction of Multi-Catheter Interstitial High-Dose Rate Brachytherapy (MIB). The SiFEBI phase I/II trial,Journal of Geriatric Oncology,Elsevier BV,Medical research
