sourceuca_source_id,sourceuca_doi,sourceuca_year,sourceuca_corresponding,sourceuca_all_authors,sourceuca_corresponding_normalized,sourceuca_title,sourceuca_journal_name,sourceuca_journal_issn_l,sourceuca_journal_is_oa,sourceuca_journal_is_in_doaj,sourceuca_is_oa_normalized,sourceuca_oa_status_normalized,sourceuca_oa_host_type_normalized,sourceuca_oa_repo_normalized,sourceuca_publisher_by_doiprefix,sourceuca_bso_classification_fr,sourceuca_funder
SCOPUS_ID:84988843903,10.1364/AO.55.007412,2016,,Schutz A.|Ferrari A.,non,Proximity operators for phase retrieval,Applied Optics,0003-6935,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv,Autres",The Optical Society,Sciences physiques et astronomie,"Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung (SNF),Agence Nationale de la Recherche (ANR)"
SCOPUS_ID:84989945291,10.5802/aif.3055,2016,Chavaudret C.|Laboratoire de Mathématiques J.A. Dieudonné,Chavaudret C.,oui,Normal form of holomorphic vector fields with an invariant torus under Brjuno’s A condition,Annales de l’institut Fourier,0373-0956,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"Hal,arXiv,Autres",Cellule MathDoc/CEDRAM,Mathématiques,
SCOPUS_ID:84988939924,10.1144/SP428.10,2017,Hässig M.|Le Laboratoire Géoazur,Hässig M.|Sosson M.|Rolland Y.,oui,From seafloor spreading to obduction: Jurassic–Cretaceous evolution of the northern branch of the Neotethys in the Northeastern Anatolian and Lesser Caucasus regions,"Geological Society, London, Special Publications",0305-8719,False,False,Accès fermé,Closed,Accès fermé,Autres,Geological Society of London,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:84990209701,10.1103/PhysRevE.94.032136,2016,,D'Angelo Y.,non,Closed-loop approach to thermodynamics,Physical Review E,2470-0045,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,
SCOPUS_ID:84989295954,10.1002/2016GL070410,2016,,Cappa F.|De Barros L.|Rivet D.,non,Seismic velocity changes associated with aseismic deformations of a fault stimulated by fluid injection,Geophysical Research Letters,0094-8276,False,False,Accès ouvert,Green,Archive ouverte,"Hal,Autres",Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée",TOTAL S.A. for the “Fluid and Fault” project
SCOPUS_ID:84990829764,10.1109/TRO.2016.2604495,2016,,Hamel T.,non,Landing of a Quadrotor on a Moving Target Using Dynamic Image-Based Visual Servo Control,IEEE Transactions on Robotics,1552-3098,False,False,Accès fermé,Closed,Accès fermé,Autres,Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,"Macao Science and Technology Development Fund (FDCT),University of Macau,Fundação para a Ciência e a Tecnologia (FCT),Agence Nationale de la Recherche,ANR ASTRID SCAR,EQUIPEX project,FCT,FCT Investigator Program"
SCOPUS_ID:84990885005,10.1002/2016GL070427,2016,,De Barros L.,non,"Relocation of long-period (LP) seismic events reveals en echelon fractures in the upper edifice of Turrialba volcano, Costa Rica",Geophysical Research Letters,0094-8276,False,False,Accès ouvert,Green,Archive ouverte,Hal,Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée","QUEST Initial Training Network,CONARE (National Council of Rectors from Costa Rica)"
SCOPUS_ID:84989246595,10.1103/PhysRevA.94.033836,2016,,Guerin W.|Kaiser R.,non,Collective effects in the radiation pressure force,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,"Agence Nationale de la Recherche,Fundação de Amparo à Pesquisa do Estado de São Paulo,Conselho Nacional de Desenvolvimento Científico e Tecnológico"
SCOPUS_ID:84988499109,10.7554/eLife.17903,2016,,Yue J.,non,A histone H3K9M mutation traps histone methyltransferase Clr4 to prevent heterochromatin spreading,eLife,2050-084X,True,True,Accès ouvert,Gold,Editeur et archive ouverte,Autres,"eLife Sciences Publications, Ltd",Biologie fondamentale,"National Institutes of Health,National Institutes of Health,National Institutes of Health,National Institutes of Health,Fondation ARC pour la Recherche sur le Cancer"
SCOPUS_ID:84989234544,10.1051/0004-6361/201629024,2016,,Chelli A.,non,Pseudomagnitude distances: Application to the Pleiades cluster,Astronomy & Astrophysics,0004-6361,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"Hal,arXiv,Autres",EDP Sciences,Sciences physiques et astronomie,
SCOPUS_ID:84989184280,10.1117/1.OE.55.11.111611,2016,,Samain E.,non,Investigation on adaptive optics performance from propagation channel characterization with the small optical transponder,Optical Engineering,0091-3286,False,False,Accès ouvert,Green,Archive ouverte,Hal,SPIE-Intl Soc Optical Eng,Sciences physiques et astronomie,
SCOPUS_ID:84988643380,10.1142/S0218127416300251,2016,,Provitolo D.,non,Mathematical Modeling of Human Behaviors During Catastrophic Events: Stability and Bifurcations,International Journal of Bifurcation and Chaos,0218-1274,False,False,Accès ouvert,Green,Archive ouverte,Hal,World Scientific Pub Co Pte Ltd,Sciences physiques et astronomie,
SCOPUS_ID:84988354722,10.1017/S0305004116000803,2017,Dimca A.|Laboratoire de Mathématiques J.A. Dieudonné,Dimca A.,oui,Freeness versus maximal global Tjurina number for plane curves,Mathematical Proceedings of the Cambridge Philosophical Society,0305-0041,False,False,Accès ouvert,Green,Archive ouverte,arXiv,Cambridge University Press (CUP),Mathématiques,
SCOPUS_ID:84990051263,10.1002/2016GL070447,2016,,Laigle M.|Galvé A.,non,Slab segmentation controls the interplate slip motion in the SW Hellenic subduction: New insight from the 2008 Mw 6.8 Methoni interplate earthquake,Geophysical Research Letters,0094-8276,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"Hal,Autres",Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée",European Union FP6 NEST_INSIGHT programme
SCOPUS_ID:84990985966,10.1103/PhysRevD.94.064035,2016,,Regimbau T.|Fournier J.D.|Coulon J.P.|Heitmann H.|Turconi M.|Wei L.W.|Merzougui M.|Kéfélian F.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.,non,Directly comparing GW150914 with numerical solutions of Einstein’s equations for binary black hole coalescence,Physical Review D,2470-0010,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"National Science Foundation,Science and Technology Facilities Council,Max-Planck-Gesellschaft,Istituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Australian Research Council,Council of Scientific and Industrial Research,Department of Science and Technology, Ministry of Science and Technology,Science and Engineering Research Board,Ministry of Human Resource Development,Ministerio de Economía y Competitividad,Stichting voor Fundamenteel Onderzoek der Materie,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Narodowe Centrum Nauki,Seventh Framework Programme,Royal Society,Scottish Funding Council,Scottish Universities Physics Alliance,National Aeronautics and Space Administration,Országos Tudományos Kutatási Alapprogramok,National Research Foundation of Korea,Canadian Network for Research and Innovation in Machining Technology, Natural Sciences and Engineering Research Council of Canada,Carnegie Trust for the Universities of Scotland,Leverhulme Trust,David and Lucile Packard Foundation,Research Corporation,Alfred P. Sloan Foundation,Industry Canada,Ontario Ministry of Economic Development and Innovation,State of Niedersachsen,Conselleria d’Economia i Competitivitat and Conselleria d’Educaci, Cultura i Universitats of the Govern de les Illes Balears,Lyon Institute of Origins,Brazilian Ministry of Science, Technology, and Innovation"
SCOPUS_ID:84990858971,10.1096/fj.201600257R,2016,,Benahmed M.|Mauduit C.,non,Cold/menthol TRPM8 receptors initiate the cold‐shock response and protect germ cells from cold‐shock–induced oxidation,The FASEB Journal,0892-6638,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"Hal,Autres",Wiley,Biologie fondamentale,"Institut National de la Santé et de la Recherche Médicale,Ministère de l'Education Nationale, de l'Enseignement Superieur et de la Recherche,Ligue Contre le Cancer,Agence Nationale de la Recherche,Fondation pour la Recherche Médicale"
SCOPUS_ID:84992130081,10.3233/JAD-160536,2016,,Robert P.,non,Primary Progressive Aphasia in the Network of French Alzheimer Plan Memory Centers,Journal of Alzheimer's Disease,1387-2877,False,False,Accès fermé,Closed,Accès fermé,Autres,IOS Press,Recherche médicale,
SCOPUS_ID:84992709490,10.1103/PhysRevE.94.042808,2016,,Frisch T.|Schifani G.|Argentina M.,non,Shape and coarsening dynamics of strained islands,Physical Review E,2470-0045,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,Agence Nationale de la Recherche
SCOPUS_ID:84994164447,10.3233/ASY-161384,2016,Lafontaine D.|Laboratoire de Mathématiques J.A. Dieudonné,Lafontaine D.,oui,Scattering for NLS with a potential on the line,Asymptotic Analysis,0921-7134,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"arXiv,Autres",IOS Press,Sciences physiques et astronomie,
SCOPUS_ID:84992151846,10.1103/PhysRevA.94.043622,2016,,Fouché M.|Guerin W.|Kashanian S.V.|Kashanian S.V.|Eloy A.|Kaiser R.|Lintz M.,non,Noise spectroscopy with large clouds of cold atoms,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,Direction Générale de l’Armement
SCOPUS_ID:84994017683,10.1017/S0022377816000921,2016,,Passot T.|Sulem P.L.,non,Reduced models accounting for parallel magnetic perturbations: gyrofluid and finite Larmor radius–Landau fluid approaches,Journal of Plasma Physics,0022-3778,False,False,Accès ouvert,Green,Archive ouverte,Hal,Cambridge University Press (CUP),Sciences physiques et astronomie,
SCOPUS_ID:84991571929,10.1172/JCI84433,2016,"Taylor C.T.|Institut de Recherche sur le Cancer et le Vieillissement, Nice",Taylor C.T.,oui,Hypoxia-dependent regulation of inflammatory pathways in immune cells,Journal of Clinical Investigation,0021-9738,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,Autres,American Society for Clinical Investigation,Recherche médicale,
SCOPUS_ID:84992153674,10.1103/PhysRevB.94.144206,2016,,Kaiser R.,non,Shielding and localization in the presence of long-range hopping,Physical Review B,2469-9950,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,
SCOPUS_ID:84991219296,10.1128/JCM.00487-16,2016,,Pomares C.,non,Laboratory Diagnosis of Congenital Toxoplasmosis,Journal of Clinical Microbiology,0095-1137,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,Autres,American Society for Microbiology,Recherche médicale,
SCOPUS_ID:84992169542,10.1002/2016JB013080,2016,,Chlieh M.|Cavalié O.|Villegas-Lanza J.C.|Nocquet J.M.,non,"Active tectonics of Peru: Heterogeneous interseismic coupling along the Nazca megathrust, rigid motion of the Peruvian Sliver, and Subandean shortening accommodation",Journal of Geophysical Research: Solid Earth,2169-9313,False,False,Accès ouvert,Green,Archive ouverte,Hal,Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:84991233046,10.3847/0004-637X/829/2/65,2016,,Williger G.M.,non,PANCHROMATIC IMAGING OF A TRANSITIONAL DISK: THE DISK OF GM AUR IN OPTICAL AND FUV SCATTERED LIGHT,The Astrophysical Journal,0004-637X,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",American Astronomical Society,Sciences physiques et astronomie,
SCOPUS_ID:84990987972,10.1137/15M1034039,2016,,Ducoffe G.|Coudert D.|Nisse N.,non,"To Approximate Treewidth, Use Treelength!",SIAM Journal on Discrete Mathematics,0895-4801,False,False,Accès ouvert,Green,Archive ouverte,Hal,Society for Industrial & Applied Mathematics (SIAM),Mathématiques,
SCOPUS_ID:84991628550,10.1103/PhysRevD.94.083511,2016,,Hahn O.,non,General relativistic screening in cosmological simulations,Physical Review D,2470-0010,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,Swiss National Supercomputing Centre
SCOPUS_ID:84992311230,10.1002/2016TC004117,2016,,Nocquet J.M.,non,Partitioning of oblique convergence in the Northern Andes subduction zone: Migration history and the present-day boundary of the North Andean Sliver in Ecuador,Tectonics,0278-7407,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"Hal,Autres",Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée",ADN
SCOPUS_ID:84992304032,10.1002/2015TC003996,2016,,Mercier De Lépinay B.,non,How transpressive is the northern Caribbean plate boundary?,Tectonics,0278-7407,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"Hal,Autres",Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée","the Bureau des Mines et de l'Energie,the SEMANAH,the Université d'Etat d'Haiti"
SCOPUS_ID:84991255377,10.4153/CMB-2016-010-4,2016,Abdallah N.|Laboratoire de Mathématiques J.A. Dieudonné,Abdallah N.,oui,On Hodge Theory of Singular Plane Curves,Canadian Mathematical Bulletin,0008-4395,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",Canadian Mathematical Society,Mathématiques,
SCOPUS_ID:84991738152,10.1080/2157930X.2016.1224619,2016,,Lorenz E.,non,Firm-level innovation in Africa: overcoming limits and constraints,Innovation and Development,2157-9318,False,False,Accès ouvert,Bronze,Editeur,Autres,,Inconnu,
SCOPUS_ID:84991262267,10.1142/S0129167X16500944,2016,,Dumitrescu S.,non,Holomorphic affine connections on non-Kähler manifolds,International Journal of Mathematics,0129-167X,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",World Scientific Pub Co Pte Ltd,Mathématiques,
SCOPUS_ID:84994165193,10.1137/15M1010282,2016,,Moya L.|Descombes S.|Lanteri S.,non,Locally Implicit Discontinuous Galerkin Time Domain Method for Electromagnetic Wave Propagation in Dispersive Media Applied to Numerical Dosimetry in Biological Tissues,SIAM Journal on Scientific Computing,1064-8275,False,False,Accès ouvert,Green,Archive ouverte,Hal,Society for Industrial & Applied Mathematics (SIAM),Mathématiques,
SCOPUS_ID:84992027360,10.1098/rspa.2016.0226,2016,Plan E.L.C.M.|Laboratoire de Mathématiques J.A. Dieudonné,Plan E.L.C.M.|Vincenzi D.,oui,Tumbling of a Brownian particle in an extensional flow,"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences",1364-5021,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"arXiv,Autres",The Royal Society,Sciences physiques et astronomie,
SCOPUS_ID:84994229102,10.1051/0004-6361/201527797,2016,,Faurobert M.|Ricort G.,non,Variation of the temperature gradient in the solar photosphere with magnetic activity,Astronomy &amp; Astrophysics,0004-6361,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,Autres,EDP Sciences,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:84995581697,10.1002/2016GL070684,2016,,Chlieh M.,non,Coseismic slip and afterslip of the 2015 <i>M<sub>w</sub> </i> 8.3 Illapel (Chile) earthquake determined from continuous GPS data,Geophysical Research Letters,0094-8276,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"Hal,Autres",Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée","FONDAP (CIGIDEN),Fondo Nacional de Desarrollo Científico y Tecnológico"
SCOPUS_ID:84994291457,10.3847/2041-8205/831/1/L7,2016,,Abe L.,non,A RESOLVED NEAR-INFRARED IMAGE OF THE INNER CAVITY IN THE GM Aur TRANSITIONAL DISK,The Astrophysical Journal,2041-8205,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Astronomical Society,Sciences physiques et astronomie,
SCOPUS_ID:84995934842,10.1103/PhysRevLett.117.214102,2016,,Métivier D.|Barré J.,non,Bifurcations and Singularities for Coupled Oscillators with Inertia and Frustration,Physical Review Letters,0031-9007,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",American Physical Society (APS),Sciences physiques et astronomie,
SCOPUS_ID:84994810152,10.1080/0267257X.2016.1251956,2016,,Hanine S.,non,Creative contests: knowledge generation and underlying learning dynamics for idea generation,Journal of Marketing Management,0267-257X,False,False,Accès fermé,Closed,Accès fermé,Autres,,Inconnu,
SCOPUS_ID:84995417589,10.1103/PhysRevX.6.041014,2016,,Regimbau T.|Fournier J.D.|Coulon J.P.|Heitmann H.|Turconi M.|Wei L.W.|Merzougui M.|Kéfélian F.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.,non,Improved Analysis of GW150914 Using a Fully Spin-Precessing Waveform Model,Physical Review X,2160-3308,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"National Science Foundation,Science and Technology Facilities Council,Max-Planck-Gesellschaft,Australian Research Council,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Science and Engineering Research Board,Ministry of Human Resource Development,Ministerio de Economía y Competitividad,Narodowe Centrum Nauki,European Commission,Royal Society,Scottish Funding Council,Scottish Universities Physics Alliance,Országos Tudományos Kutatási Alapprogramok,National Research Foundation of Korea,Ontario Ministry of Economic Development and Innovation,Natural Sciences and Engineering Research Council of Canada,Canadian Institute for Advanced Research,Russian Foundation for Basic Research,Leverhulme Trust,Ministry of Science and Technology of the People’s Republic of China,Kavli Foundation,Istituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Conselleria d’Economia i Competitivitat and Conselleria d’Educació,Cultura i Universitats of the Govern de les Illes Balears,Lyon Institute of Origins,Brazilian Ministry of Science, Technology, and Innovation,Research Corporation"
